종목코드,종목명,자산
005930,삼성전자,174802959000000
000660,SK하이닉스,31399093000000
005380,현대차,69737669000000
068270,셀트리온,2722746719712
000270,기아,36179511000000
035420,NAVER,3856490673931
012330,현대모비스,24763016000000
010130,고려아연,5879657814836
005490,POSCO홀딩스,52055752945506
028260,삼성물산,35244765977469
051910,LG화학,16775894000000
006400,삼성SDI,13091334049695
096770,SK이노베이션,13561837741000
035720,카카오,4829296989834
009540,HD한국조선해양,29566889206000
011200,HMM,4439709000000
012450,한화에어로스페이스,4644857902721
066570,LG전자,26599075000000
033780,KT&G,8439013830569
015760,한국전력,105321129000000
017670,SK텔레콤,25448574000000
042660,한화오션,13483738472309
003550,LG,8360422000000
034020,두산에너빌리티,11707703396205
030200,KT,24700337000000
003670,포스코퓨처엠,703337332313
010140,삼성중공업,16462531766386
018260,삼성에스디에스,5320753605106
000100,유한양행,1698094265053
034730,SK,18380808000000
009150,삼성전기,5072566444328
086280,현대글로비스,6782265380968
003490,대한항공,22706038037687
042700,한미반도체,280434488137
047050,포스코인터내셔널,7419599721000
090430,아모레퍼시픽,4618650222622
010950,S-Oil,13950676000000
003230,삼양식품,310610010543
047810,한국항공우주,2980368000000
010620,HD현대미포,4708979668000
064350,현대로템,4004356088000
021240,코웨이,1972649616725
180640,한진칼,1618403521224
051900,LG생활건강,3089904898273
010120,LS ELECTRIC,2095351106893
161390,한국타이어앤테크놀로지,5968767032325
079550,LIG넥스원,1791303249684
034220,LG디스플레이,21812750000000
032640,LG유플러스,11989124000000
000150,두산,3744673180526
241560,두산밥캣,3356154846000
036570,엔씨소프트,2277262883032
011790,SKC,2695396994945
011070,LG이노텍,4022156823100
097950,CJ제일제당,7049220141000
078930,GS,5850836000000
128940,한미약품,1346175525863
035250,강원랜드,3975979889763
028050,삼성E&A,4626997957979
036460,한국가스공사,37630880087556
006260,LS,2205888000000
066970,엘앤에프,176666556528
022100,포스코DX,649838212919
001040,CJ,2827372917000
009830,한화솔루션,7332576758418
026960,동서,1300920314467
000720,현대건설,12621253000000
004020,현대제철,30529462772680
011170,롯데케미칼,13785910588754
081660,휠라홀딩스,754197109639
011780,금호석유,3429122567395
004370,농심,2330097985072
012750,에스원,1437728383649
002380,KCC,8861405636635
001440,대한전선,1273712358000
000880,한화,7769210000000
052690,한전기술,775474577449
051600,한전KPS,1086420939619
018880,한온시스템,2557796468620
017800,현대엘리베이,1480219136510
009420,한올바이오파마,124696070763
008930,한미사이언스,663800856111
006280,녹십자,1422757264003
000120,CJ대한통운,4231090165080
111770,영원무역,1418510308830
204320,HL만도,2810428674914
030000,제일기획,1172119597493
005070,코스모신소재,229677053505
002790,아모레G,1707071542034
139480,이마트,13814601275882
192820,코스맥스,431150053778
028670,팬오션,4259612000000
112610,씨에스윈드,338623118490
000240,한국앤컴퍼니,2269355862479
006360,GS건설,12295001412615
007310,오뚜기,1342747781658
023530,롯데쇼핑,25982810067019
004170,신세계,5871837063914
005850,에스엘,814202877879
001570,금양,174953809212
073240,금호타이어,3379626087885
161890,한국콜마,392723444153
069620,대웅제약,1015246926534
042670,HD현대인프라코어,4846201453459
008770,호텔신라,2034192137033
007070,GS리테일,3486438265317
000080,하이트진로,3280274823463
103140,풍산,2343380580937
003090,대웅,330037143159
185750,종근당,641698870445
192080,더블유게임즈,392720414843
047040,대우건설,9367312839861
014820,동원시스템즈,662900980194
010060,OCI홀딩스,5159099465000
009970,영원무역홀딩스,432762911498
009240,한샘,835599032152
005300,롯데칠성,4468099190991
004000,롯데정밀화학,1492501348669
004490,세방전지,1073297241570
011210,현대위아,5956871986784
014680,한솔케미칼,456451668542
001120,LX인터내셔널,2842435625604
069960,현대백화점,4919581474000
005250,녹십자홀딩스,846282313634
001740,SK네트웍스,7892425667085
039130,하나투어,417726655823
001800,오리온홀딩스,1417049909278
002840,미원상사,208814455636
145720,덴티움,195968989547
120110,코오롱인더,3745727582810
114090,GKL,730177649356
069260,TKG휴켐스,700505925899
003620,KG모빌리티,2170784176015
003030,세아제강지주,1690749289704
002710,TCC스틸,250878191330
001680,대상,1909289888859
001430,세아베스틸지주,2453702461511
000210,DL,10574188110614
105630,한세실업,954333413118
093370,후성,270929016612
008730,율촌화학,526762593077
178920,PI첨단소재,307540030126
006110,삼아알미늄,187571119413
005420,코스모화학,262201763809
006650,대한유화,1692967118758
